-1;0.0;15;4.7829690000000005;1;4.7829690000000005;-1;0.0;
3;4.7829690000000005;2;5.3144100000000005;-1;0.0;0;4.3046721;
1;4.7829690000000005;-1;0.0;5;5.9049000000000005;-1;0.0;
-1;0.0;1;4.7829690000000005;4;5.3144100000000005;-1;0.0;
-1;0.0;5;5.9049000000000005;-1;0.0;3;4.7829690000000005;
4;5.3144100000000005;8;6.561;6;6.561;2;5.3144100000000005;
-1;0.0;7;7.29;-1;0.0;5;5.9049000000000005;
6;6.561;9;6.561;20;8.1;8;6.561;
5;5.9049000000000005;11;5.9049000000000005;7;7.29;-1;0.0;
7;7.29;10;5.9049000000000005;19;7.29;-1;0.0;
9;6.561;37;5.3144100000000005;-1;0.0;38;5.3144100000000005;
8;6.561;-1;0.0;38;5.3144100000000005;12;5.3144100000000005;
-1;0.0;13;4.7829690000000005;11;5.9049000000000005;15;4.7829690000000005;
12;5.3144100000000005;-1;0.0;14;4.7829690000000005;-1;0.0;
38;5.3144100000000005;-1;0.0;16;5.3144100000000005;13;4.7829690000000005;
0;4.3046721;-1;0.0;12;5.3144100000000005;-1;0.0;
39;5.9049000000000005;-1;0.0;-1;0.0;14;4.7829690000000005;
19;7.29;39;5.9049000000000005;18;6.561;-1;0.0;
40;7.29;-1;0.0;31;5.9049000000000005;17;6.561;
20;8.1;17;6.561;-1;0.0;9;6.561;
21;9.0;19;7.29;40;7.29;7;7.29;
23;10.0;20;8.1;22;8.1;-1;0.0;
-1;0.0;40;7.29;-1;0.0;21;9.0;
25;0.0;21;0.0;24;0.0;-1;0.0;
26;8.1;-1;0.0;-1;0.0;23;10.0;
-1;0.0;23;10.0;26;8.1;-1;0.0;
28;7.29;24;9.0;-1;0.0;25;9.0;
30;5.9049000000000005;-1;0.0;28;7.29;-1;0.0;
29;6.561;26;8.1;-1;0.0;27;6.561;
-1;0.0;28;7.29;-1;0.0;30;5.9049000000000005;
-1;0.0;27;6.561;29;6.561;-1;0.0;
32;5.3144100000000005;-1;0.0;36;5.3144100000000005;18;6.561;
-1;0.0;31;5.9049000000000005;33;4.7829690000000005;-1;0.0;
34;4.3046721;-1;0.0;35;4.7829690000000005;32;5.3144100000000005;
-1;0.0;33;4.7829690000000005;-1;0.0;-1;0.0;
-1;0.0;36;5.3144100000000005;-1;0.0;33;4.7829690000000005;
35;4.7829690000000005;-1;0.0;-1;0.0;31;5.9049000000000005;
10;5.9049000000000005;-1;0.0;39;5.9049000000000005;-1;0.0;
-1;0.0;14;4.7829690000000005;10;5.9049000000000005;11;5.9049000000000005;
17;6.561;16;5.3144100000000005;-1;0.0;37;5.3144100000000005;
22;8.1;18;6.561;-1;0.0;20;8.1;
