-1;0.0;15;7.29;1;7.29;-1;0.0;
3;7.29;2;8.1;-1;0.0;0;6.561;
1;7.29;-1;0.0;5;9.0;-1;0.0;
-1;0.0;1;7.29;4;8.1;-1;0.0;
-1;0.0;5;9.0;-1;0.0;3;7.29;
4;8.1;8;10.0;6;8.1;2;8.1;
-1;0.0;7;9.0;-1;0.0;5;9.0;
6;8.1;9;8.1;20;8.1;8;10.0;
5;0.0;11;0.0;7;0.0;-1;0.0;
7;9.0;10;7.29;19;7.29;-1;0.0;
9;8.1;37;6.561;-1;0.0;38;8.1;
8;10.0;-1;0.0;38;8.1;12;8.1;
-1;0.0;13;7.29;11;9.0;15;7.29;
12;8.1;-1;0.0;14;7.29;-1;0.0;
38;8.1;-1;0.0;16;6.561;13;7.29;
0;6.561;-1;0.0;12;8.1;-1;0.0;
39;5.9049000000000005;-1;0.0;-1;0.0;14;7.29;
19;7.29;39;5.9049000000000005;18;6.561;-1;0.0;
40;7.29;-1;0.0;31;5.9049000000000005;17;6.561;
20;8.1;17;6.561;-1;0.0;9;8.1;
21;7.29;19;7.29;40;7.29;7;9.0;
23;6.561;20;8.1;22;6.561;-1;0.0;
-1;0.0;40;7.29;-1;0.0;21;7.29;
25;5.9049000000000005;21;7.29;24;5.9049000000000005;-1;0.0;
26;5.3144100000000005;-1;0.0;-1;0.0;23;6.561;
-1;0.0;23;6.561;26;5.3144100000000005;-1;0.0;
28;4.7829690000000005;24;5.9049000000000005;-1;0.0;25;5.9049000000000005;
30;3.8742048900000006;-1;0.0;28;4.7829690000000005;-1;0.0;
29;4.3046721;26;5.3144100000000005;-1;0.0;27;4.3046721;
-1;0.0;28;4.7829690000000005;-1;0.0;30;3.8742048900000006;
-1;0.0;27;4.3046721;29;4.3046721;-1;0.0;
32;5.3144100000000005;-1;0.0;36;5.3144100000000005;18;6.561;
-1;0.0;31;5.9049000000000005;33;4.7829690000000005;-1;0.0;
34;4.3046721;-1;0.0;35;4.7829690000000005;32;5.3144100000000005;
-1;0.0;33;4.7829690000000005;-1;0.0;-1;0.0;
-1;0.0;36;5.3144100000000005;-1;0.0;33;4.7829690000000005;
35;4.7829690000000005;-1;0.0;-1;0.0;31;5.9049000000000005;
10;7.29;-1;0.0;39;5.9049000000000005;-1;0.0;
-1;0.0;14;7.29;10;7.29;11;9.0;
17;6.561;16;6.561;-1;0.0;37;6.561;
22;6.561;18;6.561;-1;0.0;20;8.1;
